OLT_NAME,TIMESTAMP,ESTABLISHED_CALLS,FAILED_CALLS,NEW_REG,EXPIRED_REG,FAILED_REG,GONE_REG,UNAUTHORIZED_REG
au001-bq-01,2024-07-11T13:50:19.467Z,4,0,7728,154,10,0,1
au001-bq-01,2024-07-11T13:55:11.330Z,6,0,7729,153,10,0,1
au001-bq-01,2024-07-11T14:00:06.102Z,4,0,7729,153,10,0,1
au001-bq-01,2024-07-11T14:05:12.491Z,0,0,7727,155,10,0,1
au001-bq-01,2024-07-11T14:10:10.086Z,2,0,7726,155,10,1,1
au001-bq-01,2024-07-11T14:15:06.999Z,4,0,7729,153,10,0,1
au001-bq-01,2024-07-11T14:20:10.946Z,3,0,7729,153,10,0,1
au001-bq-02,2024-07-10T14:20:13.154Z,0,0,4163,109,6,0,26
au001-bq-02,2024-07-10T14:25:06.707Z,1,0,4163,109,6,0,26
au001-bq-02,2024-07-10T14:30:03.111Z,1,0,4165,107,6,0,26
au001-bq-02,2024-07-10T14:35:04.719Z,1,0,4168,105,6,0,25
au001-bq-02,2024-07-10T14:40:02.647Z,1,0,4169,104,6,0,25
au001-bq-02,2024-07-10T14:45:02.487Z,1,0,4169,104,6,0,25
au001-bq-02,2024-07-10T14:50:13.919Z,2,0,4168,105,6,0,25
au001-bq-02,2024-07-10T14:55:16.018Z,2,0,4168,105,6,0,25
au001-bq-02,2024-07-10T15:00:06.913Z,0,0,4169,104,6,0,25
au001-bq-02,2024-07-10T15:05:04.251Z,1,0,4169,104,6,0,25
au001-bq-02,2024-07-10T15:10:02.205Z,2,0,4169,105,6,0,24
au001-bq-02,2024-07-10T15:15:02.010Z,0,0,4168,106,6,0,24
au001-bq-02,2024-07-10T15:20:01.960Z,1,0,4167,106,6,0,25
au001-bq-02,2024-07-10T15:25:02.093Z,4,0,4168,105,6,0,25
au001-bq-02,2024-07-10T15:30:02.372Z,2,0,4170,103,6,0,25
au001-bq-02,2024-07-10T15:35:25.373Z,2,0,4170,103,6,0,25
au001-bq-02,2024-07-10T15:40:22.536Z,0,0,4171,102,6,0,25
au001-bq-02,2024-07-10T15:45:20.893Z,1,0,4171,102,6,0,25
au001-bq-02,2024-07-10T15:50:09.944Z,1,0,4171,102,6,0,25
au001-bq-02,2024-07-10T15:55:13.904Z,0,0,4172,101,6,0,25
au001-bq-02,2024-07-10T16:00:02.752Z,2,0,4174,99,6,0,25
au001-bq-02,2024-07-10T16:05:02.122Z,1,0,4176,97,6,0,25
au001-bq-02,2024-07-10T16:10:02.556Z,2,0,4177,96,6,0,25
au001-bq-02,2024-07-10T16:15:02.010Z,1,0,4175,97,6,0,26
au001-bq-02,2024-07-10T16:20:02.712Z,2,0,4173,99,6,0,26
au001-bq-02,2024-07-10T16:25:01.926Z,0,0,4175,97,6,0,26
au001-bq-02,2024-07-10T16:30:02.576Z,0,0,4174,98,6,0,26
au001-bq-02,2024-07-10T16:35:10.270Z,0,0,4174,98,6,0,26
au001-bq-02,2024-07-10T16:40:02.340Z,1,0,4173,99,6,0,26
au001-bq-02,2024-07-10T16:45:02.226Z,0,0,4173,99,6,0,26
au001-bq-02,2024-07-10T16:50:13.596Z,1,0,4174,98,6,0,26
au001-bq-02,2024-07-10T16:55:15.631Z,0,0,4173,99,6,0,26
au001-bq-02,2024-07-10T17:00:06.569Z,0,0,4170,102,6,0,26
au001-bq-02,2024-07-10T17:05:05.673Z,0,0,4168,104,6,0,26
au001-bq-02,2024-07-10T17:10:02.504Z,0,0,4166,105,6,0,27
au001-bq-02,2024-07-10T17:15:01.645Z,0,0,4164,107,6,0,27
au001-bq-02,2024-07-10T17:20:06.853Z,0,0,4163,108,6,0,27
au001-bq-02,2024-07-10T17:25:15.860Z,1,0,4160,111,6,0,27
au001-bq-02,2024-07-10T17:30:02.962Z,1,0,4161,110,6,0,27
au001-bq-02,2024-07-10T17:35:02.805Z,0,0,4160,111,6,0,27
au001-bq-02,2024-07-10T17:40:01.916Z,1,0,4160,111,6,0,27
au001-bq-02,2024-07-10T17:45:02.169Z,1,0,4157,114,6,0,27
au001-bq-02,2024-07-10T17:50:02.716Z,0,0,4155,116,6,0,27
au001-bq-02,2024-07-10T17:55:02.161Z,0,0,4158,113,6,0,27
au001-bq-02,2024-07-10T18:00:02.525Z,0,0,4160,111,6,0,27
au001-bq-02,2024-07-10T18:05:01.999Z,1,0,4161,110,6,0,27
au001-bq-02,2024-07-10T18:10:02.998Z,1,0,4161,110,6,0,27
au001-bq-02,2024-07-10T18:15:01.868Z,0,0,4162,109,6,0,27
au001-bq-02,2024-07-10T18:20:02.457Z,0,1,4163,108,6,0,27
au001-bq-02,2024-07-10T18:25:02.681Z,0,0,4162,109,6,0,27
au001-bq-02,2024-07-10T18:30:02.658Z,0,0,4162,109,6,0,27
au001-bq-02,2024-07-10T18:35:06.814Z,0,0,4162,109,6,0,27
au001-bq-02,2024-07-10T18:40:03.053Z,0,0,4163,108,6,0,27
au001-bq-02,2024-07-10T18:45:02.034Z,0,0,4162,109,6,0,27
au001-bq-02,2024-07-10T18:50:12.583Z,2,0,4164,107,6,0,27
au001-bq-02,2024-07-10T18:55:02.100Z,2,0,4163,108,6,0,27
au001-bq-02,2024-07-10T19:00:02.499Z,1,0,4162,109,6,0,27
au001-bq-02,2024-07-10T19:05:04.667Z,0,0,4163,108,6,0,27
